source.level,source.message,dataset,timestamp,$workers.event.request.cf.isEUCountry,$workers.event.request.cf.httpProtocol,$workers.event.request.cf.clientAcceptEncoding,$workers.event.request.cf.requestPriority,$workers.event.request.cf.colo,$workers.event.request.cf.asOrganization,$workers.event.request.cf.country,$workers.event.request.cf.city,$workers.event.request.cf.continent,$workers.event.request.cf.region,$workers.event.request.cf.regionCode,$workers.event.request.cf.timezone,$workers.event.request.cf.longitude,$workers.event.request.cf.latitude,$workers.event.request.cf.postalCode,$workers.event.request.cf.tlsVersion,$workers.event.request.cf.tlsCipher,$workers.event.request.cf.tlsClientRandom,$workers.event.request.cf.tlsClientCiphersSha1,$workers.event.request.cf.tlsClientExtensionsSha1,$workers.event.request.cf.tlsClientExtensionsSha1Le,$workers.event.request.cf.tlsClientHelloLength,$workers.event.request.cf.tlsClientAuth.certPresented,$workers.event.request.cf.tlsClientAuth.certVerified,$workers.event.request.cf.tlsClientAuth.certRevoked,$workers.event.request.cf.tlsClientAuth.certIssuerDN,$workers.event.request.cf.tlsClientAuth.certSubjectDN,$workers.event.request.cf.tlsClientAuth.certIssuerDNRFC2253,$workers.event.request.cf.tlsClientAuth.certSubjectDNRFC2253,$workers.event.request.cf.tlsClientAuth.certIssuerDNLegacy,$workers.event.request.cf.tlsClientAuth.certSubjectDNLegacy,$workers.event.request.cf.tlsClientAuth.certSerial,$workers.event.request.cf.tlsClientAuth.certIssuerSerial,$workers.event.request.cf.tlsClientAuth.certSKI,$workers.event.request.cf.tlsClientAuth.certIssuerSKI,$workers.event.request.cf.tlsClientAuth.certFingerprintSHA1,$workers.event.request.cf.tlsClientAuth.certFingerprintSHA256,$workers.event.request.cf.tlsClientAuth.certNotBefore,$workers.event.request.cf.tlsClientAuth.certNotAfter,$workers.event.request.cf.verifiedBotCategory,$workers.event.request.cf.edgeRequestKeepAliveStatus,$workers.event.request.cf.clientTcpRtt,$workers.event.request.cf.asn,$workers.event.request.url,$workers.event.request.method,$workers.event.request.headers.accept,$workers.event.request.headers.accept-encoding,$workers.event.request.headers.accept-language,$workers.event.request.headers.cf-connecting-ip,$workers.event.request.headers.cf-ipcountry,$workers.event.request.headers.cf-ray,$workers.event.request.headers.cf-visitor,$workers.event.request.headers.connection,$workers.event.request.headers.host,$workers.event.request.headers.priority,$workers.event.request.headers.sec-ch-ua,$workers.event.request.headers.sec-ch-ua-mobile,$workers.event.request.headers.sec-ch-ua-platform,$workers.event.request.headers.sec-fetch-dest,$workers.event.request.headers.sec-fetch-mode,$workers.event.request.headers.sec-fetch-site,$workers.event.request.headers.sec-fetch-user,$workers.event.request.headers.upgrade-insecure-requests,$workers.event.request.headers.user-agent,$workers.event.request.headers.x-forwarded-proto,$workers.event.request.headers.x-real-ip,$workers.event.request.path,$workers.event.rayId,$workers.event.response.status,$workers.diagnosticsChannelEvents,$workers.truncated,$workers.scriptName,$workers.outcome,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$workers.cpuTimeMs,$workers.wallTimeMs,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.level,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
info,GET https://app-darayar.invoice-appdarayarworkersdev.workers.dev/,cloudflare-workers,2026-01-31T16:58:28.280Z,false,HTTP/3,"gzip, deflate, br",,HKG,GPRS/3G,TH,Bangkok,AS,Bangkok,10,Asia/Bangkok,100.50144,13.75398,10200,TLSv1.3,AEAD-AES128-GCM-SHA256,tG9jS2+enBY8CZmkjzBOem55kVsEX/bbdb0C5os2jPY=,3HTt3+R/6BL3zeALJDSq0pR1yOQ=,jsBwBOF3AhAtTDPxHYsyMA6VBqk=,,1541,0,NONE,0,,,,,,,,,,,,,,,,1,0,132618,https://app-darayar.invoice-appdarayarworkersdev.workers.dev/,GET,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","gzip, br","th,en;q=0.9,en-GB;q=0.8",223.24.204.205,TH,9c6ac106aa7f20dd,"{""scheme"":""https""}",Keep-Alive,app-darayar.invoice-appdarayarworkersdev.workers.dev,"u=0, i","""Not(A:Brand"";v=""8"", ""Chromium"";v=""144"", ""Google Chrome"";v=""144""",?1,"""Android""",document,navigate,cross-site,?1,1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",https,223.24.204.205,/,9c6ac106aa7f20dd,200,[],false,app-darayar,ok,fetch,stateless,578db408-e2d2-442f-8d71-a8ae19826c32,9c6ac106aa7f20dd,1,9074,01KGAFVR1RNNEX681F1MGM5A4D,9c6ac106aa7f20dd,GET /,app-darayar,info,GET https://app-darayar.invoice-appdarayarworkersdev.workers.dev/,8495bd97bd70a9bb9be1ea903f3ab66b,cf-worker-event,dff41903d9cf40e1682d5e7795a7025f,fetch,GET https://app-darayar.invoice-appdarayarworkersdev.workers.dev/,undefined,undefined,undefined,[]
